,bh,bh_id,bj,jg_id,jgmc,njdm_id,xqh_id,zyh,zyh_id,zymc,njmc
1152,186430002,186430002,会计182,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,6430,6430,会计学,2018
1153,186430003,186430003,会计183,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,6430,6430,会计学,2018
1154,186430004,186430004,会计184,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,6430,6430,会计学,2018
1155,186430005,6BD0ACA9C8CA4466E053206411AC1C8C,会计185,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,6430,6430,会计学,2018
1209,180770001,180770001,机器181,7,机械与电气工程学院,2018,1,770,770,机器人工程,2018
1210,180770002,180770002,机器182,7,机械与电气工程学院,2018,1,770,770,机器人工程,2018
1257,180720001,180720001,机械181,7,机械与电气工程学院,2018,1,720,720,机械设计制造及其自动化,2018
1258,180720002,180720002,机械182,7,机械与电气工程学院,2018,1,720,720,机械设计制造及其自动化,2018
1259,180720003,180720003,机械183,7,机械与电气工程学院,2018,1,720,720,机械设计制造及其自动化,2018
1260,180720004,180720004,机械184,7,机械与电气工程学院,2018,1,720,720,机械设计制造及其自动化,2018
1261,180720005,180720005,机械185,7,机械与电气工程学院,2018,1,720,720,机械设计制造及其自动化,2018
1262,180720006,180720006,机械186,7,机械与电气工程学院,2018,1,720,720,机械设计制造及其自动化,2018
1361,180610001,180610001,计科181,6,计算机科学与网络工程学院,2018,1,610,610,计算机科学与技术,2018
1362,180610002,180610002,计科182,6,计算机科学与网络工程学院,2018,1,610,610,计算机科学与技术,2018
1363,180610003,180610003,计科183,6,计算机科学与网络工程学院,2018,1,610,610,计算机科学与技术,2018
1364,180610004,180610004,计科184,6,计算机科学与网络工程学院,2018,1,610,610,计算机科学与技术,2018
1365,180610005,180610005,计科185,6,计算机科学与网络工程学院,2018,1,610,610,计算机科学与技术,2018
1366,180610006,6CFE8CC1C2243A3EE0531F6411ACFFAE,计科186,6,计算机科学与网络工程学院,2018,1,610,610,计算机科学与技术,2018
1411,18161001Y3,18161001Y3,建能181,16,土木工程学院,2018,1,1660,1660,建筑环境与能源应用工程,2018
1412,18161001Y4,18161001Y4,建能182,16,土木工程学院,2018,1,1660,1660,建筑环境与能源应用工程,2018
1454,180910001,180910001,建筑181,9,建筑与城市规划学院,2018,1,910,910,建筑学,2018
1455,180910002,180910002,建筑182,9,建筑与城市规划学院,2018,1,910,910,建筑学,2018
1456,180910003,180910003,建筑183,9,建筑与城市规划学院,2018,1,910,910,建筑学,2018
1485,180822001,180822001,教技181,8,教育学院(师范学院),2018,1,822,822,教育技术学(师范),2018
1529,186420001,186420001,金融181,64,经济与统计学院,2018,1,6420,6420,金融学,2018
1530,186420002,186420002,金融182,64,经济与统计学院,2018,1,6420,6420,金融学,2018
1531,186420003,186420003,金融183,64,经济与统计学院,2018,1,6420,6420,金融学,2018
1532,186420004,186420004,金融184,64,经济与统计学院,2018,1,6420,6420,金融学,2018
1533,186420005,6BD0B269FC6D4493E053206411AC7239,金融185,64,经济与统计学院,2018,1,6420,6420,金融学,2018
1562,186450001,186450001,经济181,64,经济与统计学院,2018,1,6450,6450,经济学,2018
1563,186450002,186450002,经济182,64,经济与统计学院,2018,1,6450,6450,经济学,2018
1571,18661101,7AAA8589C78A222FE053206411ACBB44,经卫181,66,国际教育学 院/卫斯理安学院,2018,1,6611,6611,经济学(卫斯理安),2018
1600,181220001,181220001,历史181,12,人文学院,2018,1,1223,6BC10423C2D53226E053206411AC7AEF,历史学(师范),2018
1601,181223001,181223001,历史182,12,人文学院,2018,1,1223,6BC10423C2D53226E053206411AC7AEF,历史学(师范),2018
1651,181010001,181010001,旅游181,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,1010,1010,旅游管理,2018
1652,181010002,181010002,旅游182,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,1010,1010,旅游管理,2018
1653,181010003,181010003,旅游183,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,1010,1010,旅游管理,2018
1654,181010004,A50DDE95B1960B5FE0530100007FC92A,旅游184,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,1010,1010,旅游管理,2018
1668,182060001,182060001,媒体181,20,新闻与传播学院,2018,1,2060,2060,网络与新媒体,2018
1669,182060002,182060002,媒体182,20,新闻与传播学院,2018,1,2060,2060,网络与新媒体,2018
1670,182060003,182060003,媒体183,20,新闻与传播学院,2018,1,2060,2060,网络与新媒体,2018
1706,181113001,181113001,美术181,11,美术与设计学院,2018,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2018
1707,181113002,181113002,美术182,11,美术与设计学院,2018,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2018
1708,181113003,181113003,美术183,11,美术与设计学院,2018,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2018
1709,181113004,86DE51DB2D3F7B35E053206411ACDB24,美术184,11,美术与设计学院,2018,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2018
1756,181820001,181820001,日语181,18,外国语学院,2018,1,1820,1820,日语,2018
1769,180630001,180630001,软件181,6,计算机科学与网络工程学院,2018,1,630,630,软件工程,2018
1770,180630002,180630002,软件182,6,计算机科学与网络工程学院,2018,1,630,630,软件工程,2018
1771,180630003,180630003,软件183,6,计算机科学与网络工程学院,2018,1,630,630,软件工程,2018
1772,180630004,180630004,软件184,6,计算机科学与网络工程学院,2018,1,630,630,软件工程,2018
1773,180630005,180630005,软件185,6,计算机科学与网络工程学院,2018,1,630,630,软件工程,2018
1808,180350001,180350001,社会181,3,公共管理学院,2018,1,350,350,社会学,2018
1809,180350002,180350002,社会182,3,公共管理学院,2018,1,350,350,社会学,2018
1840,181730001,181730001,社体181,17,体育学院,2018,1,1730,1730,社会体育指导与管理,2018
1841,181730002,181730002,社体182,17,体育学院,2018,1,1730,1730,社会体育指导与管理,2018
1842,181730003,6CC17581E75434FCE0531F6411ACF4DC,社体183,17,体育学院,2018,1,1730,1730,社会体育指导与管理,2018
1851,182110001,182110001,社音181,21,音乐舞蹈学院,2018,1,2110,2110,音乐学,2018
1852,182110002,182110002,社音182,21,音乐舞蹈学院,2018,1,2110,2110,音乐学,2018
1857,18111001X,18111001X,设计181,11,美术与设计学院,2018,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2018
1858,18111002X,18111002X,设计182,11,美术与设计学院,2018,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2018
1859,18111003X,18111003X,设计183,11,美术与设计学院,2018,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2018
1860,18111004X,18111004X,设计184,11,美术与设计学院,2018,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2018
1861,18111005X,18111005X,设计185,11,美术与设计学院,2018,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2018
1862,18111006X,18111006X,设计186,11,美术与设计学院,2018,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2018
1863,18111007X,18111007X,设计187,11,美术与设计学院,2018,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2018
1864,18111008X,6C490215060E0A01E0531F6411AC14D8,设计188,11,美术与设计学院,2018,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2018
1903,181420001,181420001,生工181,14,生命科学学院,2018,1,1420,1420,生物工程,2018
1904,181420002,181420002,生工182,14,生命科学学院,2018,1,1420,1420,生物工程,2018
1949,181410001,181410001,生科181,14,生命科学学院,2018,1,1410,1410,生物科学,2018
1950,181413002,181413002,生科182,14,生命科学学院,2018,1,1413,6BC10423C2F23226E053206411AC7AEF,生物科学(师范),2018
1951,181413001,181413001,生科183,14,生命科学学院,2018,1,1413,6BC10423C2F23226E053206411AC7AEF,生物科学(师范),2018
2010,18111003Y,86AF7C76091D0C1BE0531F6411AC4132,视觉181,11,美术与设计学院,2018,1,1190,1190,视觉传达设计,2018
2011,18111004Y,86B048F6D66B7E1EE053206411AC31D3,视觉182,11,美术与设计学院,2018,1,1190,1190,视觉传达设计,2018
2014,186470001,186470001,数据181,64,经济与统计学院,2018,1,6470,6BC10423C2BC3226E053206411AC7AEF,数据科学与大数据技术,2018
2017,18111005Y,86B048F6D6727E1EE053206411AC31D3,数媒181,11,美术与设计学院,2018,1,1190,1190,视觉传达设计,2018
2018,18111006Y,86B048F6D6757E1EE053206411AC31D3,数媒182,11,美术与设计学院,2018,1,1190,1190,视觉传达设计,2018
2075,181510001,181510001,数学181,15,数学与信息科学学院,2018,1,1510,1510,数学与应用数学,2018
2076,181510002,181510002,数学182,15,数学与信息科学学院,2018,1,1510,1510,数学与应用数学,2018
2077,181510003,181510003,数学183,15,数学与信息科学学院,2018,1,1510,1510,数学与应用数学,2018
2078,181515001,181515001,数学184,15,数学与信息科学学院,2018,1,1515,6BC10423C2E43226E053206411AC7AEF,数学与应用数学(师范),2018
2079,181515002,181515002,数学185,15,数学与信息科学学院,2018,1,1515,6BC10423C2E43226E053206411AC7AEF,数学与应用数学(师范),2018
2108,186311001,186311001,思教181,63,马克思主义学院,2018,1,6311,6BC10423C2BF3226E053206411AC7AEF,思想政治教育(师范),2018
2109,186311002,6CFE8CC1C1E73A3EE0531F6411ACFFAE,思教182,,,2018,1,,,,2018
2114,183017001,7579EAB213384468E0531F6411ACCD8B,思政二181,30,第二专业,2018,1,3017,7579EAB213324468E0531F6411ACCD8B,思想政治教育(二),2018
2116,180871001,180871001,特教181,8,教育学院(师范学院),2018,1,871,6BC10423C2CF3226E053206411AC7AEF,特殊教育(师范),2018
2145,181711001,181711001,体教181,17,体育学院,2018,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2018
2146,181711002,181711002,体教182,17,体育学院,2018,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2018
2147,181711003,6CC17581E74134FCE0531F6411ACF4DC,体教183,17,体育学院,2018,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2018
2148,181711004,6CFE8CC1C1EA3A3EE0531F6411ACFFAE,体教184,17,体育学院,2018,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2018
2149,181711005,6D50527748C71FB1E053206411ACD836,体教185,17,体育学院,2018,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2018
2168,186440001,186440001,统计181,64,经济与统计学院,2018,1,6440,6440,统计学,2018
2264,18161001YX,18161001YX,土木181,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2265,18161001Y0,18161001Y0,土木1810,16,土木工程学院,2018,1,1615,1615,土木工程(福霖班),2018
2266,18161002YX,18161002YX,土木182,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2267,18161003YX,18161003YX,土木183,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2268,18161004YX,18161004YX,土木184,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2269,18161005YX,18161005YX,土木185,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2270,18161006YX,18161006YX,土木186,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2271,18161007YX,18161007YX,土木187,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2272,18161008YX,18161008YX,土木188,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2273,18161009YX,18161009YX,土木189,16,土木工程学院,2018,1,1610,1610,土木工程,2018
2285,18161001X,18161001X,土木类181,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2286,181610010,181610010,土木类1810,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2287,181610011,181610011,土木类1811,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2288,181610012,181610012,土木类1812,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2289,181610013,181610013,土木类1813,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2290,181610014,6CD6B71C54D94229E0531F6411ACE20D,土木类1814,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2291,18161002X,18161002X,土木类182,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2292,18161003X,18161003X,土木类183,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2293,18161004X,18161004X,土木类184,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2294,18161005X,18161005X,土木类185,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2295,18161006X,18161006X,土木类186,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2296,18161007X,18161007X,土木类187,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2297,18161008X,18161008X,土木类188,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2298,18161009X,18161009X,土木类189,16,土木工程学院,2018,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2018
2339,180620001,180620001,网络181,6,计算机科学与网络工程学院,2018,1,620,620,网络工程,2018
2340,180620002,180620002,网络182,6,计算机科学与网络工程学院,2018,1,620,620,网络工程,2018
2341,180620003,180620003,网络183,6,计算机科学与网络工程学院,2018,1,620,620,网络工程,2018
2342,180620004,180620004,网络184,6,计算机科学与网络工程学院,2018,1,620,620,网络工程,2018
2376,182120001,182120001,舞蹈181,21,音乐舞蹈学院,2018,1,2120,2120,舞蹈编导,2018
2377,182120002,182120002,舞蹈182,21,音乐舞蹈学院,2018,1,2120,2120,舞蹈编导,2018
2378,182120003,182120003,舞蹈183,21,音乐舞蹈学院,2018,1,2120,2120,舞蹈编导,2018
2411,181911001,181911001,物理181,19,物理与材料科学学院,2018,1,1911,6BC10423C2EC3226E053206411AC7AEF,物理学(师范),2018
2412,181911002,181911002,物理182,,,2018,1,,,,2018
2424,181950001,181950001,物联181,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2018,1,1950,1950,物联网工程,2018
2425,181950002,181950002,物联182,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2018,1,1950,1950,物联网工程,2018
2426,181950003,181950003,物联183,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2018,1,1950,1950,物联网工程,2018
2427,181950004,6CFE8CC1C2213A3EE0531F6411ACFFAE,物联184,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2018,1,1950,1950,物联网工程,2018
2453,186590001,186590001,物流181,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,6590,6590,物流管理,2018
2454,186590002,186590002,物流182,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,6590,6590,物流管理,2018
2475,180861001,180861001,小教181,8,教育学院(师范学院),2018,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2018
2476,180861002,180861002,小教182,8,教育学院(师范学院),2018,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2018
2477,180861003,180861003,小教183,8,教育学院(师范学院),2018,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2018
2537,181520001,181520001,信计181,15,数学与信息科学学院,2018,1,1520,1520,信息与计算科学,2018
2538,181520002,181520002,信计182,15,数学与信息科学学院,2018,1,1520,1520,信息与计算科学,2018
2580,180330001,180330001,行政181,3,公共管理学院,2018,1,330,330,行政管理,2018
2581,180330002,180330002,行政182,3,公共管理学院,2018,1,330,330,行政管理,2018
2582,180330003,180330003,行政183,3,公共管理学院,2018,1,330,330,行政管理,2018
2583,180330004,180330004,行政184,3,公共管理学院,2018,1,330,330,行政管理,2018
2584,180330005,180330005,行政185,3,公共管理学院,2018,1,330,330,行政管理,2018
2601,180335001,6BD0B269FCD44493E053206411AC7239,行政高181,3,公共管理学院,2018,1,335,6BD8EE1CC2A56069E053206411AC509D,行政管理（高水平运动员）,2018
2617,180851001,180851001,学前181,8,教育学院(师范学院),2018,1,851,6BC10423C2C53226E053206411AC7AEF,学前教育(师范),2018
2685,182113001,182113001,音乐181,21,音乐舞蹈学院,2018,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2018
2686,182113002,182113002,音乐182,21,音乐舞蹈学院,2018,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2018
2687,182113003,182113003,音乐183,21,音乐舞蹈学院,2018,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2018
2694,183016001,7579EAB213354468E0531F6411ACCD8B,音乐二181,30,第二专业,2018,1,3016,7579EAB2132D4468E0531F6411ACCD8B,音乐学(二),2018
2817,181810001,181810001,英语181,18,外国语学院,2018,1,1810,1810,英语,2018
2818,181815004,8751196C7F2367ABE0531F6411AC4D25,英语1810,18,外国语学院,2018,1,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2018
2819,181810002,181810002,英语182,18,外国语学院,2018,1,1810,1810,英语,2018
2820,181810003,181810003,英语183,18,外国语学院,2018,1,1810,1810,英语,2018
2821,181810004,181810004,英语184,18,外国语学院,2018,1,1810,1810,英语,2018
2822,181810005,181810005,英语185,18,外国语学院,2018,1,1810,1810,英语,2018
2823,181810006,181810006,英语186,18,外国语学院,2018,1,1810,1810,英语,2018
2824,181815002,181815002,英语187,18,外国语学院,2018,1,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2018
2825,181815001,181815001,英语188,18,外国语学院,2018,1,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2018
2826,181815003,181815003,英语189,18,外国语学院,2018,1,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2018
2883,183005001,75799C25FCCA445BE0531F6411ACD1D2,英语二181,30,第二专业,2018,1,3005,3005,英语(二),2018
2884,183001002,75799C25FCCD445BE0531F6411ACD1D2,英语二182,30,第二专业,2018,1,3005,3005,英语(二),2018
2907,180840001,180840001,应心181,8,教育学院(师范学院),2018,1,840,840,应用心理学,2018
2908,180840002,180840002,应心182,8,教育学院(师范学院),2018,1,840,840,应用心理学,2018
2909,180840003,180840003,应心183,8,教育学院(师范学院),2018,1,840,840,应用心理学,2018
2910,180846001,180846001,应心184,8,教育学院(师范学院),2018,1,846,6BC10423C2CC3226E053206411AC7AEF,应用心理学(师范),2018
2937,181250001,6DD9E2F3DD5D37A4E053206411ACFB63,预科181,12,人文学院,2018,1,1250,1250,少数民族预科班,2018
2948,180970001,180970001,园林181,9,建筑与城市规划学院,2018,1,970,970,风景园林,2018
2990,181811001,181811001,中法181,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,1026,1026,旅游管理[中法],2018
2991,181811002,6BD0ACA9C8E14466E053206411AC1C8C,中法182,A8949843A41F6F60E053206411ACFBC4,管理学院,2018,1,1026,1026,旅游管理[中法],2018
37,192030001,192030001,播音191,20,新闻与传播学院,2019,1,2030,2030,播音与主持艺术,2019
38,192030002,192030002,播音192,20,新闻与传播学院,2019,1,2030,2030,播音与主持艺术,2019
39,192030003,86A434D981E30E8BE0531F6411ACC958,播音193,20,新闻与传播学院,2019,1,2030,2030,播音与主持艺术,2019
53,1911140016,A51943472F324BD5E0530100007FE913,产品191,11,美术与设计学院,2019,1,1170,1170,产品设计,2019
76,190950001,190950001,城规191,9,建筑与城市规划学院,2019,1,950,950,城乡规划,2019
77,190950002,190950002,城规192,9,建筑与城市规划学院,2019,1,950,950,城乡规划,2019
92,190150001,190150001,地规191,1,地理科学与遥感学院,2019,1,150,150,人文地理与城乡规划,2019
93,190150002,190150002,地规192,1,地理科学与遥感学院,2019,1,150,150,人文地理与城乡规划,2019
94,190150003,190150003,地规193,1,地理科学与遥感学院,2019,1,150,150,人文地理与城乡规划,2019
117,190110000,958B73B4737675FEE053206411AC54D2,地理190,1,地理科学与遥感学院,2019,1,110,110,地理科学,2019
118,190110001,190110001,地理191,1,地理科学与遥感学院,2019,1,110,110,地理科学,2019
119,190111002,190111002,地理192,1,地理科学与遥感学院,2019,1,111,6BC10423C2EF3226E053206411AC7AEF,地理科学(师范),2019
120,190111001,190111001,地理193,1,地理科学与遥感学院,2019,1,111,6BC10423C2EF3226E053206411AC7AEF,地理科学(师范),2019
141,190140001,190140001,地信191,1,地理科学与遥感学院,2019,1,140,140,地理信息科学,2019
142,190140002,190140002,地信192,1,地理科学与遥感学院,2019,1,140,140,地理信息科学,2019
143,190140003,190140003,地信193,1,地理科学与遥感学院,2019,1,140,140,地理信息科学,2019
190,190730001,190730001,电气191,7,机械与电气工程学院,2019,1,730,730,电气工程及其自动化,2019
191,190730002,190730002,电气192,7,机械与电气工程学院,2019,1,730,730,电气工程及其自动化,2019
192,190730003,190730003,电气193,7,机械与电气工程学院,2019,1,730,730,电气工程及其自动化,2019
193,190730004,190730004,电气194,7,机械与电气工程学院,2019,1,730,730,电气工程及其自动化,2019
245,190740001,190740001,电信191,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2019,1,740,740,电子信息工程,2019
246,190740002,190740002,电信192,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2019,1,740,740,电子信息工程,2019
247,190740003,190740003,电信193,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2019,1,740,740,电子信息工程,2019
248,190740004,190740004,电信194,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2019,1,740,740,电子信息工程,2019
399,190210001,190210001,法学191,2,法学院(律师学院),2019,1,210,210,法学,2019
400,190210002,190210002,法学192,2,法学院(律师学院),2019,1,210,210,法学,2019
401,190210003,190210003,法学193,2,法学院(律师学院),2019,1,210,210,法学,2019
402,190210004,190210004,法学194,2,法学院(律师学院),2019,1,210,210,法学,2019
403,190210005,190210005,法学195,2,法学院(律师学院),2019,1,210,210,法学,2019
423,193001001,8BD0837BBF207BF1E053206411ACA5CA,法学二191,30,第二专业,2019,1,3001,3001,法学(二),2019
433,191830001,191830001,法语191,18,外国语学院,2019,1,1830,1830,法语,2019
462,1911140017,A51991163EBB441CE053206411AC3235,服装191,11,美术与设计学院,2019,1,1170,1170,产品设计,2019
491,191616025,191616025,给排191,16,土木工程学院,2019,1,1650,1650,给排水科学与工程,2019
492,191616026,191616026,给排192,16,土木工程学院,2019,1,1650,1650,给排水科学与工程,2019
493,191616027,191616027,给排193,16,土木工程学院,2019,1,1650,1650,给排水科学与工程,2019
538,196540001,196540001,工程191,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6540,6540,工程管理,2019
539,196540002,196540002,工程192,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6540,6540,工程管理,2019
540,196540003,196540003,工程193,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6540,6540,工程管理,2019
541,196540004,196540004,工程194,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6540,6540,工程管理,2019
598,196550001,196550001,工商191,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
599,196550010,196550010,工商1910,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
600,196550002,196550002,工商192,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
601,196550003,196550003,工商193,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
602,196550004,196550004,工商194,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
603,196550005,196550005,工商195,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
604,196550006,196550006,工商196,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
605,196550007,196550007,工商197,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
606,196550008,196550008,工商198,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
607,196550009,196550009,工商199,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6550,6550,工商管理,2019
673,191940001,191940001,光电191,19,物理与材料科学学院,2019,1,1940,1940,光电信息科学与工程,2019
674,191940002,191940002,光电192,19,物理与材料科学学院,2019,1,1940,1940,光电信息科学与工程,2019
703,192040001,192040001,广编191,20,新闻与传播学院,2019,1,2040,2040,广播电视编导,2019
704,192040002,192040002,广编192,20,新闻与传播学院,2019,1,2040,2040,广播电视编导,2019
741,192050001,192050001,广电191,20,新闻与传播学院,2019,1,2050,2050,广播电视学,2019
742,192050002,192050002,广电192,20,新闻与传播学院,2019,1,2050,2050,广播电视学,2019
743,192050003,192050003,广电193,20,新闻与传播学院,2019,1,2050,2050,广播电视学,2019
806,196410001,196410001,国贸191,64,经济与统计学院,2019,1,6410,6410,国际经济与贸易,2019
807,196410002,196410002,国贸192,64,经济与统计学院,2019,1,6410,6410,国际经济与贸易,2019
934,191217001,191217001,汉语191,12,人文学院,2019,1,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2019
935,191210004,191210004,汉语1910,12,人文学院,2019,1,1210,1210,汉语言文学,2019
936,191210005,191210005,汉语1911,12,人文学院,2019,1,1210,1210,汉语言文学,2019
937,191217002,191217002,汉语192,12,人文学院,2019,1,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2019
938,191217003,191217003,汉语193,12,人文学院,2019,1,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2019
939,191217004,191217004,汉语194,12,人文学院,2019,1,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2019
940,191217005,191217005,汉语195,12,人文学院,2019,1,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2019
941,191217006,191217006,汉语196,12,人文学院,2019,1,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2019
942,191210001,191210001,汉语197,12,人文学院,2019,1,1210,1210,汉语言文学,2019
943,191210002,191210002,汉语198,12,人文学院,2019,1,1210,1210,汉语言文学,2019
944,191210003,191210003,汉语199,12,人文学院,2019,1,1210,1210,汉语言文学,2019
988,190520001,190520001,化工191,5,化学化工学院,2019,1,520,520,化学工程与工艺,2019
989,190520002,190520002,化工192,5,化学化工学院,2019,1,520,520,化学工程与工艺,2019
990,190520003,190520003,化工193,5,化学化工学院,2019,1,520,520,化学工程与工艺,2019
991,190520004,190520004,化工194,5,化学化工学院,2019,1,520,520,化学工程与工艺,2019
1027,190510001,190510001,化学191,5,化学化工学院,2019,1,510,510,化学,2019
1028,190510002,190510002,化学192,5,化学化工学院,2019,1,510,510,化学,2019
1029,190517001,190517001,化学193,5,化学化工学院,2019,1,517,6BC10423C2E73226E053206411AC7AEF,化学(师范),2019
1030,190517002,190517002,化学194,5,化学化工学院,2019,1,517,6BC10423C2E73226E053206411AC7AEF,化学(师范),2019
1062,190410001,190410001,环工191,4,环境科学与工程学院,2019,1,410,410,环境工程,2019
1063,190410002,190410002,环工192,4,环境科学与工程学院,2019,1,410,410,环境工程,2019
1064,190410003,190410003,环工193,4,环境科学与工程学院,2019,1,410,410,环境工程,2019
1095,190420001,190420001,环科191,4,环境科学与工程学院,2019,1,420,420,环境科学,2019
1096,190420002,190420002,环科192,4,环境科学与工程学院,2019,1,420,420,环境科学,2019
1111,1911140010,A51992439EE351A5E053206411AC7628,环设191,11,美术与设计学院,2019,1,1139,1139,环境设计,2019
1112,1911140011,A51991163D56441CE053206411AC3235,环设192,11,美术与设计学院,2019,1,1139,1139,环境设计,2019
1156,196430001,196430001,会计191,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6430,6430,会计学,2019
