,bh,bh_id,bj,jg_id,jgmc,njdm_id,xqh_id,zyh,zyh_id,zymc,njmc
1157,196430002,196430002,会计192,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6430,6430,会计学,2019
1158,196430003,196430003,会计193,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6430,6430,会计学,2019
1159,196430004,196430004,会计194,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6430,6430,会计学,2019
1160,196430005,196430005,会计195,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6430,6430,会计学,2019
1211,190770001,190770001,机器191,7,机械与电气工程学院,2019,1,770,770,机器人工程,2019
1212,190770002,190770002,机器192,7,机械与电气工程学院,2019,1,770,770,机器人工程,2019
1263,190720001,190720001,机械191,7,机械与电气工程学院,2019,1,720,720,机械设计制造及其自动化,2019
1264,190720002,190720002,机械192,7,机械与电气工程学院,2019,1,720,720,机械设计制造及其自动化,2019
1265,190720003,190720003,机械193,7,机械与电气工程学院,2019,1,720,720,机械设计制造及其自动化,2019
1266,190720004,190720004,机械194,7,机械与电气工程学院,2019,1,720,720,机械设计制造及其自动化,2019
1267,190720005,190720005,机械195,7,机械与电气工程学院,2019,1,720,720,机械设计制造及其自动化,2019
1268,190720006,190720006,机械196,7,机械与电气工程学院,2019,1,720,720,机械设计制造及其自动化,2019
1269,190720007,190720007,机械197,7,机械与电气工程学院,2019,1,720,720,机械设计制造及其自动化,2019
1367,190610001,190610001,计科191,6,计算机科学与网络工程学院,2019,1,610,610,计算机科学与技术,2019
1368,190610002,190610002,计科192,6,计算机科学与网络工程学院,2019,1,610,610,计算机科学与技术,2019
1369,190610003,190610003,计科193,6,计算机科学与网络工程学院,2019,1,610,610,计算机科学与技术,2019
1370,190610004,190610004,计科194,6,计算机科学与网络工程学院,2019,1,610,610,计算机科学与技术,2019
1371,192030005,86A61E1B73553B8BE0531F6411ACA29A,计科195,6,计算机科学与网络工程学院,2019,1,610,610,计算机科学与技术,2019
1413,191616028,191616028,建能191,16,土木工程学院,2019,1,1660,1660,建筑环境与能源应用工程,2019
1414,191616029,191616029,建能192,16,土木工程学院,2019,1,1660,1660,建筑环境与能源应用工程,2019
1457,190910001,190910001,建筑191,9,建筑与城市规划学院,2019,1,910,910,建筑学,2019
1458,190910002,190910002,建筑192,9,建筑与城市规划学院,2019,1,910,910,建筑学,2019
1486,190822001,190822001,教技191,8,教育学院(师范学院),2019,1,822,822,教育技术学(师范),2019
1487,190822002,190822002,教技192,8,教育学院(师范学院),2019,1,822,822,教育技术学(师范),2019
1534,196420001,196420001,金融191,64,经济与统计学院,2019,1,6420,6420,金融学,2019
1535,196420002,196420002,金融192,64,经济与统计学院,2019,1,6420,6420,金融学,2019
1536,196420003,196420003,金融193,64,经济与统计学院,2019,1,6420,6420,金融学,2019
1537,196420004,196420004,金融194,64,经济与统计学院,2019,1,6420,6420,金融学,2019
1538,196420005,196420005,金融195,64,经济与统计学院,2019,1,6420,6420,金融学,2019
1564,196450001,196450001,经济191,64,经济与统计学院,2019,1,6450,6450,经济学,2019
1602,191223001,191223001,历史191,12,人文学院,2019,1,1223,6BC10423C2D53226E053206411AC7AEF,历史学(师范),2019
1603,191223002,191223002,历史192,12,人文学院,2019,1,1223,6BC10423C2D53226E053206411AC7AEF,历史学(师范),2019
1655,191010001,191010001,旅游191,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,1010,1010,旅游管理,2019
1656,191010002,191010002,旅游192,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,1010,1010,旅游管理,2019
1657,191010003,191010003,旅游193,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,1010,1010,旅游管理,2019
1658,191010004,191010004,旅游194,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,1010,1010,旅游管理,2019
1671,192060001,192060001,媒体191,20,新闻与传播学院,2019,1,2060,2060,网络与新媒体,2019
1672,192060002,192060002,媒体192,20,新闻与传播学院,2019,1,2060,2060,网络与新媒体,2019
1673,192060003,192060003,媒体193,20,新闻与传播学院,2019,1,2060,2060,网络与新媒体,2019
1710,191113001,191113001,美术191,11,美术与设计学院,2019,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2019
1711,191113002,191113002,美术192,11,美术与设计学院,2019,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2019
1712,191113003,191113003,美术193,11,美术与设计学院,2019,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2019
1713,191113004,A5541A6ACD351F68E053206411AC6CB4,美术194,11,美术与设计学院,2019,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2019
1757,191820001,191820001,日语191,18,外国语学院,2019,1,1820,1820,日语,2019
1758,191820002,191820002,日语192,18,外国语学院,2019,1,1820,1820,日语,2019
1774,190630001,190630001,软件191,6,计算机科学与网络工程学院,2019,1,630,630,软件工程,2019
1775,190630002,190630002,软件192,6,计算机科学与网络工程学院,2019,1,630,630,软件工程,2019
1776,190630003,190630003,软件193,6,计算机科学与网络工程学院,2019,1,630,630,软件工程,2019
1777,190630004,190630004,软件194,6,计算机科学与网络工程学院,2019,1,630,630,软件工程,2019
1810,190350001,190350001,社会191,3,公共管理学院,2019,1,350,350,社会学,2019
1811,190350002,190350002,社会192,3,公共管理学院,2019,1,350,350,社会学,2019
1843,191730001,191730001,社体191,17,体育学院,2019,1,1730,1730,社会体育指导与管理,2019
1844,191730002,191730002,社体192,17,体育学院,2019,1,1730,1730,社会体育指导与管理,2019
1845,191730003,86C5E05204134969E053206411ACE520,社体193,17,体育学院,2019,1,1730,1730,社会体育指导与管理,2019
1846,191730004,86C5E052041A4969E053206411ACE520,社体194,17,体育学院,2019,1,1730,1730,社会体育指导与管理,2019
1853,192110001,192110001,社音191,21,音乐舞蹈学院,2019,1,2110,2110,音乐学,2019
1854,192110002,192110002,社音192,21,音乐舞蹈学院,2019,1,2110,2110,音乐学,2019
1865,191114001,191114001,设计191,11,美术与设计学院,2019,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2019
1866,191114002,191114002,设计192,11,美术与设计学院,2019,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2019
1867,191114003,191114003,设计193,11,美术与设计学院,2019,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2019
1868,191114004,191114004,设计194,11,美术与设计学院,2019,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2019
1869,191114005,191114005,设计195,11,美术与设计学院,2019,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2019
1870,191114006,191114006,设计196,11,美术与设计学院,2019,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2019
1952,191410001,191410001,生科191,14,生命科学学院,2019,1,1410,1410,生物科学,2019
1953,191410002,191410002,生科192,14,生命科学学院,2019,1,1410,1410,生物科学,2019
1954,191413001,191413001,生科193,14,生命科学学院,2019,1,1413,6BC10423C2F23226E053206411AC7AEF,生物科学(师范),2019
1955,191413002,191413002,生科194,14,生命科学学院,2019,1,1413,6BC10423C2F23226E053206411AC7AEF,生物科学(师范),2019
2012,1911140012,A51943472CE64BD5E0530100007FE913,视觉191,11,美术与设计学院,2019,1,1190,1190,视觉传达设计,2019
2013,1911140013,A51943472CE94BD5E0530100007FE913,视觉192,11,美术与设计学院,2019,1,1190,1190,视觉传达设计,2019
2015,196470001,196470001,数据191,64,经济与统计学院,2019,1,6470,6BC10423C2BC3226E053206411AC7AEF,数据科学与大数据技术,2019
2019,1911140014,A51991163EB8441CE053206411AC3235,数媒191,11,美术与设计学院,2019,1,1190,1190,视觉传达设计,2019
2020,1911140015,A51943472F234BD5E0530100007FE913,数媒192,11,美术与设计学院,2019,1,1190,1190,视觉传达设计,2019
2080,191510001,191510001,数学191,15,数学与信息科学学院,2019,1,1510,1510,数学与应用数学,2019
2081,191510002,191510002,数学192,15,数学与信息科学学院,2019,1,1510,1510,数学与应用数学,2019
2082,191510003,191510003,数学193,15,数学与信息科学学院,2019,1,1510,1510,数学与应用数学,2019
2083,191515001,191515001,数学194,15,数学与信息科学学院,2019,1,1515,6BC10423C2E43226E053206411AC7AEF,数学与应用数学(师范),2019
2084,191515002,191515002,数学195,15,数学与信息科学学院,2019,1,1515,6BC10423C2E43226E053206411AC7AEF,数学与应用数学(师范),2019
2110,196311001,196311001,思教191,63,马克思主义学院,2019,1,6311,6BC10423C2BF3226E053206411AC7AEF,思想政治教育(师范),2019
2111,196311002,196311002,思教192,63,马克思主义学院,2019,1,6311,6BC10423C2BF3226E053206411AC7AEF,思想政治教育(师范),2019
2117,190871001,190871001,特教191,8,教育学院(师范学院),2019,1,871,6BC10423C2CF3226E053206411AC7AEF,特殊教育(师范),2019
2150,191711001,191711001,体教191,17,体育学院,2019,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2019
2151,191711002,191711002,体教192,17,体育学院,2019,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2019
2152,191711003,191711003,体教193,17,体育学院,2019,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2019
2153,191711004,86C5E052040E4969E053206411ACE520,体教194,17,体育学院,2019,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2019
2154,191711005,86C62BDDCEC441A1E0531F6411AC257A,体教195,17,体育学院,2019,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2019
2155,191711006,86C69AA26ED363DAE053206411AC4E7B,体教196,17,体育学院,2019,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2019
2169,196440001,196440001,统计191,64,经济与统计学院,2019,1,6440,6440,统计学,2019
2170,196440002,196440002,统计192,64,经济与统计学院,2019,1,6440,6440,统计学,2019
2274,1916160140,1916160140,土木191,16,土木工程学院,2019,1,1615,1615,土木工程(福霖班),2019
2275,191616023,191616023,土木1910,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2276,191616024,191616024,土木1911,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2277,191616015,191616015,土木192,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2278,191616016,191616016,土木193,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2279,191616017,191616017,土木194,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2280,191616018,191616018,土木195,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2281,191616019,191616019,土木196,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2282,191616020,191616020,土木197,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2283,191616021,191616021,土木198,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2284,191616022,191616022,土木199,16,土木工程学院,2019,1,1610,1610,土木工程,2019
2299,191616001,191616001,土木类191,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2300,191616010,191616010,土木类1910,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2301,191616011,191616011,土木类1911,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2302,191616012,191616012,土木类1912,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2303,191616013,191616013,土木类1913,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2304,191616014,191616014,土木类1914,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2305,191616002,191616002,土木类192,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2306,191616003,191616003,土木类193,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2307,191616004,191616004,土木类194,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2308,191616005,191616005,土木类195,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2309,191616006,191616006,土木类196,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2310,191616007,191616007,土木类197,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2311,191616008,191616008,土木类198,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2312,191616009,191616009,土木类199,16,土木工程学院,2019,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2019
2330,190640001,871A32F6A1301115E053206411ACD0FB,网安191,6,计算机科学与网络工程学院,2019,1,640,871D5A1239DD0D12E053206411ACE230,网络空间安全,2019
2343,190620001,190620001,网络191,6,计算机科学与网络工程学院,2019,1,620,620,网络工程,2019
2344,190620002,190620002,网络192,6,计算机科学与网络工程学院,2019,1,620,620,网络工程,2019
2345,190620003,190620003,网络193,6,计算机科学与网络工程学院,2019,1,620,620,网络工程,2019
2346,190620004,190620004,网络194,6,计算机科学与网络工程学院,2019,1,620,620,网络工程,2019
2379,192120001,192120001,舞蹈191,21,音乐舞蹈学院,2019,1,2120,2120,舞蹈编导,2019
2380,192120002,192120002,舞蹈192,21,音乐舞蹈学院,2019,1,2120,2120,舞蹈编导,2019
2381,192120003,192120003,舞蹈193,21,音乐舞蹈学院,2019,1,2120,2120,舞蹈编导,2019
2413,191911001,191911001,物理191,19,物理与材料科学学院,2019,1,1911,6BC10423C2EC3226E053206411AC7AEF,物理学(师范),2019
2414,191911002,191911002,物理192,19,物理与材料科学学院,2019,1,1911,6BC10423C2EC3226E053206411AC7AEF,物理学(师范),2019
2428,191950001,191950001,物联191,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2019,1,1950,1950,物联网工程,2019
2429,191950002,191950002,物联192,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2019,1,1950,1950,物联网工程,2019
2430,191950003,191950003,物联193,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2019,1,1950,1950,物联网工程,2019
2455,196590001,196590001,物流191,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6590,6590,物流管理,2019
2456,196590002,196590002,物流192,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,6590,6590,物流管理,2019
2478,190861001,190861001,小教191,8,教育学院(师范学院),2019,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2019
2479,190861002,190861002,小教192,8,教育学院(师范学院),2019,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2019
2480,190861003,190861003,小教193,8,教育学院(师范学院),2019,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2019
2515,191530001,191530001,信安191,15,数学与信息科学学院,2019,1,1530,1530,信息安全,2019
2539,191520001,191520001,信计191,15,数学与信息科学学院,2019,1,1520,1520,信息与计算科学,2019
2540,191520002,191520002,信计192,15,数学与信息科学学院,2019,1,1520,1520,信息与计算科学,2019
2585,190330001,190330001,行政191,3,公共管理学院,2019,1,330,330,行政管理,2019
2586,190330002,190330002,行政192,3,公共管理学院,2019,1,330,330,行政管理,2019
2587,190330003,190330003,行政193,3,公共管理学院,2019,1,330,330,行政管理,2019
2588,190330004,190330004,行政194,3,公共管理学院,2019,1,330,330,行政管理,2019
2589,190330005,190330005,行政195,3,公共管理学院,2019,1,330,330,行政管理,2019
2602,190335001,868A9C4A99842503E0531F6411AC70D1,行政高191,3,公共管理学院,2019,1,335,6BD8EE1CC2A56069E053206411AC509D,行政管理（高水平运动员）,2019
2618,190851001,190851001,学前191,8,教育学院(师范学院),2019,1,851,6BC10423C2C53226E053206411AC7AEF,学前教育(师范),2019
2619,190851002,190851002,学前192,8,教育学院(师范学院),2019,1,851,6BC10423C2C53226E053206411AC7AEF,学前教育(师范),2019
2688,192113001,192113001,音乐191,21,音乐舞蹈学院,2019,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2019
2689,192113002,192113002,音乐192,21,音乐舞蹈学院,2019,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2019
2690,192113003,192113003,音乐193,21,音乐舞蹈学院,2019,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2019
2827,191810001,191810001,英语191,18,外国语学院,2019,1,1810,1810,英语,2019
2828,191810002,191810002,英语192,18,外国语学院,2019,1,1810,1810,英语,2019
2829,191810003,191810003,英语193,18,外国语学院,2019,1,1810,1810,英语,2019
2830,191810004,191810004,英语194,18,外国语学院,2019,1,1810,1810,英语,2019
2831,191810005,191810005,英语195,18,外国语学院,2019,1,1810,1810,英语,2019
2832,191815003,191815003,英语196,18,外国语学院,2019,1,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2019
2833,191815001,191815001,英语197,18,外国语学院,2019,1,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2019
2834,191815002,191815002,英语198,18,外国语学院,2019,1,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2019
2911,190840001,190840001,应心191,8,教育学院(师范学院),2019,1,840,840,应用心理学,2019
2912,190840002,190840002,应心192,8,教育学院(师范学院),2019,1,840,840,应用心理学,2019
2913,190846001,190846001,应心193,8,教育学院(师范学院),2019,1,846,6BC10423C2CC3226E053206411AC7AEF,应用心理学(师范),2019
2938,191250001,875596A9D66222F1E053206411AC18FA,预科191,12,人文学院,2019,1,1250,1250,少数民族预科班,2019
2949,190970001,190970001,园林191,9,建筑与城市规划学院,2019,1,970,970,风景园林,2019
2952,191440001,871D5A1239E20D12E053206411ACE230,制药191,14,生命科学学院,2019,1,1440,871BF5E93F0A58ECE053206411ACD664,生物制药,2019
2953,191440002,871D5A1239E70D12E053206411ACE230,制药192,14,生命科学学院,2019,1,1440,871BF5E93F0A58ECE053206411ACD664,生物制药,2019
2992,191026001,191026001,中法191,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,1026,1026,旅游管理[中法],2019
2993,191026002,191026002,中法192,A8949843A41F6F60E053206411ACFBC4,管理学院,2019,1,1026,1026,旅游管理[中法],2019
40,202030001,202030001,播音201,20,新闻与传播学院,2020,1,2030,2030,播音与主持艺术,2020
41,202030002,202030002,播音202,20,新闻与传播学院,2020,1,2030,2030,播音与主持艺术,2020
42,201960001,201960001,材科201,19,物理与材料科学学院,2020,1,1960,A47A3EB1CE1C6E71E0530100007FF902,材料科学与工程,2020
78,200950001,200950001,城规201,9,建筑与城市规划学院,2020,1,950,950,城乡规划,2020
79,200950002,200950002,城规202,9,建筑与城市规划学院,2020,1,950,950,城乡规划,2020
95,200150001,200150001,地规201,1,地理科学与遥感学院,2020,1,150,150,人文地理与城乡规划,2020
96,200150002,200150002,地规202,1,地理科学与遥感学院,2020,1,150,150,人文地理与城乡规划,2020
121,200111001,200111001,地理201,1,地理科学与遥感学院,2020,1,110,110,地理科学,2020
122,200111002,200111002,地理202,1,地理科学与遥感学院,2020,1,111,6BC10423C2EF3226E053206411AC7AEF,地理科学(师范),2020
123,200110001,200110001,地理203,1,地理科学与遥感学院,2020,1,111,6BC10423C2EF3226E053206411AC7AEF,地理科学(师范),2020
144,200140001,200140001,地信201,1,地理科学与遥感学院,2020,1,140,140,地理信息科学,2020
145,200140002,200140002,地信202,1,地理科学与遥感学院,2020,1,140,140,地理信息科学,2020
194,200730001,200730001,电气201,7,机械与电气工程学院,2020,1,730,730,电气工程及其自动化,2020
195,200730002,200730002,电气202,7,机械与电气工程学院,2020,1,730,730,电气工程及其自动化,2020
196,200730003,200730003,电气203,7,机械与电气工程学院,2020,1,730,730,电气工程及其自动化,2020
197,200730004,200730004,电气204,7,机械与电气工程学院,2020,1,730,730,电气工程及其自动化,2020
214,206580001,206580001,电商201,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6580,6580,电子商务,2020
215,206580002,206580002,电商202,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6580,6580,电子商务,2020
249,200740001,200740001,电信201,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2020,1,740,740,电子信息工程,2020
250,200740002,200740002,电信202,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2020,1,740,740,电子信息工程,2020
251,200740003,200740003,电信203,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2020,1,740,740,电子信息工程,2020
404,200210001,200210001,法学201,2,法学院(律师学院),2020,2,213,A591BF9867226C89E0530100007F819D,法学(涉外商业法律实验班),2020
405,200210002,200210002,法学202,2,法学院(律师学院),2020,2,210,210,法学,2020
406,200210003,200210003,法学203,2,法学院(律师学院),2020,2,210,210,法学,2020
407,200210004,200210004,法学204,2,法学院(律师学院),2020,2,210,210,法学,2020
408,200210005,200210005,法学205,2,法学院(律师学院),2020,2,210,210,法学,2020
409,200210006,A5A6C41945C82AB2E0530100007FA29F,法学206,2,法学院(律师学院),2020,2,210,210,法学,2020
424,203001001,A6B1045500870DC6E053206411AC7EA3,法学二201,30,第二专业,2020,1,3001,3001,法学(二),2020
434,201830001,201830001,法语201,18,外国语学院,2020,2,1830,1830,法语,2020
542,206540001,206540001,工程201,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6540,6540,工程管理,2020
543,206540002,206540002,工程202,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6540,6540,工程管理,2020
544,206540003,206540003,工程203,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6540,6540,工程管理,2020
545,206540004,206540004,工程204,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6540,6540,工程管理,2020
608,206550001,206550001,工商201,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6550,6550,工商管理,2020
609,206550002,206550002,工商202,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6550,6550,工商管理,2020
610,206550003,206550003,工商203,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6550,6550,工商管理,2020
611,206550004,206550004,工商204,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6550,6550,工商管理,2020
612,206550005,206550005,工商205,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6550,6550,工商管理,2020
613,206550006,206550006,工商206,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6550,6550,工商管理,2020
614,206550007,206550007,工商207,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6550,6550,工商管理,2020
615,206550008,A5FB7C37AF451D27E053206411AC0A32,工商208,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6550,6550,工商管理,2020
621,203001002,A8CF4FE38D5F66F1E053206411ACF200,工商二201,30,第二专业,2020,1,3007,3007,工商管理(二),2020
675,201940001,201940001,光电201,19,物理与材料科学学院,2020,1,1940,1940,光电信息科学与工程,2020
676,201940002,201940002,光电202,19,物理与材料科学学院,2020,1,1940,1940,光电信息科学与工程,2020
705,202040001,202040001,广编201,20,新闻与传播学院,2020,1,2040,2040,广播电视编导,2020
706,202040002,202040002,广编202,20,新闻与传播学院,2020,1,2040,2040,广播电视编导,2020
744,202050001,202050001,广电201,20,新闻与传播学院,2020,1,2050,2050,广播电视学,2020
745,202050002,202050002,广电202,20,新闻与传播学院,2020,1,2050,2050,广播电视学,2020
808,206410001,206410001,国贸201,64,经济与统计学院,2020,2,6410,6410,国际经济与贸易,2020
809,206410002,206410002,国贸202,64,经济与统计学院,2020,2,6410,6410,国际经济与贸易,2020
945,201210001,201210001,汉语201,12,人文学院,2020,2,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2020
946,201210002,201210002,汉语202,12,人文学院,2020,2,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2020
947,201210003,201210003,汉语203,12,人文学院,2020,2,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2020
948,201210004,201210004,汉语204,12,人文学院,2020,2,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2020
949,201217001,201217001,汉语205,12,人文学院,2020,2,1217,6BC10423C2D83226E053206411AC7AEF,汉语言文学(师范),2020
950,201217002,201217002,汉语206,12,人文学院,2020,2,1210,1210,汉语言文学,2020
951,201217003,201217003,汉语207,12,人文学院,2020,2,1210,1210,汉语言文学,2020
952,201217004,201217004,汉语208,12,人文学院,2020,2,1210,1210,汉语言文学,2020
953,201217005,201217005,汉语209,12,人文学院,2020,2,1210,1210,汉语言文学,2020
992,200520001,200520001,化工201,5,化学化工学院,2020,1,520,520,化学工程与工艺,2020
993,200520002,200520002,化工202,5,化学化工学院,2020,1,520,520,化学工程与工艺,2020
994,200520003,200520003,化工203,5,化学化工学院,2020,1,520,520,化学工程与工艺,2020
995,200520004,200520004,化工204,5,化学化工学院,2020,1,520,520,化学工程与工艺,2020
1031,200510001,200510001,化学201,5,化学化工学院,2020,1,510,510,化学,2020
1032,200510002,200510002,化学202,5,化学化工学院,2020,1,510,510,化学,2020
1033,200517001,200517001,化学203,5,化学化工学院,2020,1,517,6BC10423C2E73226E053206411AC7AEF,化学(师范),2020
1034,200517002,200517002,化学204,5,化学化工学院,2020,1,517,6BC10423C2E73226E053206411AC7AEF,化学(师范),2020
1065,200410001,200410001,环工201,4,环境科学与工程学院,2020,1,410,410,环境工程,2020
1066,200410002,200410002,环工202,4,环境科学与工程学院,2020,1,410,410,环境工程,2020
1067,200410003,200410003,环工203,4,环境科学与工程学院,2020,1,410,410,环境工程,2020
1097,200420001,200420001,环科201,4,环境科学与工程学院,2020,1,420,420,环境科学,2020
1098,200420002,200420002,环科202,4,环境科学与工程学院,2020,1,420,420,环境科学,2020
1161,206430001,206430001,会计201,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6430,6430,会计学,2020
1162,206430002,206430002,会计202,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6430,6430,会计学,2020
1163,206430003,206430003,会计203,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6430,6430,会计学,2020
1164,206430004,206430004,会计204,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6430,6430,会计学,2020
1213,200770001,200770001,机器201,7,机械与电气工程学院,2020,1,770,770,机器人工程,2020
1214,200770002,200770002,机器202,7,机械与电气工程学院,2020,1,770,770,机器人工程,2020
1270,200720001,200720001,机械201,7,机械与电气工程学院,2020,1,720,720,机械设计制造及其自动化,2020
1271,200720002,200720002,机械202,7,机械与电气工程学院,2020,1,720,720,机械设计制造及其自动化,2020
1272,200720003,200720003,机械203,7,机械与电气工程学院,2020,1,720,720,机械设计制造及其自动化,2020
1273,200720004,200720004,机械204,7,机械与电气工程学院,2020,1,720,720,机械设计制造及其自动化,2020
1274,200720005,200720005,机械205,7,机械与电气工程学院,2020,1,720,720,机械设计制造及其自动化,2020
1275,200720006,200720006,机械206,7,机械与电气工程学院,2020,1,720,720,机械设计制造及其自动化,2020
1372,200610001,200610001,计科201,6,计算机科学与网络工程学院,2020,1,610,610,计算机科学与技术,2020
1373,200610002,200610002,计科202,6,计算机科学与网络工程学院,2020,1,610,610,计算机科学与技术,2020
1374,200610003,200610003,计科203,6,计算机科学与网络工程学院,2020,1,610,610,计算机科学与技术,2020
1375,200610004,200610004,计科204,6,计算机科学与网络工程学院,2020,1,610,610,计算机科学与技术,2020
1459,200910001,200910001,建筑201,9,建筑与城市规划学院,2020,1,910,910,建筑学,2020
1460,200910002,200910002,建筑202,9,建筑与城市规划学院,2020,1,910,910,建筑学,2020
1488,200822001,200822001,教技201,8,教育学院(师范学院),2020,1,822,822,教育技术学(师范),2020
1539,206420001,206420001,金融201,64,经济与统计学院,2020,2,6420,6420,金融学,2020
1540,206420002,206420002,金融202,64,经济与统计学院,2020,2,6420,6420,金融学,2020
1541,206420003,206420003,金融203,64,经济与统计学院,2020,2,6420,6420,金融学,2020
